msa_name,trend_coef_Price,average_value_Price,pct_coef_Price,average_pct_Price,trend_coef_Jobs,average_value_Jobs,pct_coef_Jobs,average_pct_Jobs,trend_coef_Rent,average_value_Rent,pct_coef_Rent,average_pct_Rent,normalized_trend_coef_Price,normalized_pct_coef_Price,normalized_average_pct_Price,Price_weight,normalized_trend_coef_Jobs,normalized_pct_coef_Jobs,normalized_average_pct_Jobs,Jobs_weight,normalized_trend_coef_Rent,normalized_pct_coef_Rent,normalized_average_pct_Rent,Rent_weight,total_weight,avg_insurance,prop_tax,Jobs,Median Rent,Median Price,rent_price_ratio
"Reno, NV",98.05324637299849,2674.5222236316,-2.3596068764602694e-06,0.0071729523803192845,16.935473186551498,579.0909090909091,-5.725655392145414e-07,0.0025790748925750033,0.2909809709922595,8.013393785763325,-1.5767289001661797e-06,0.005807936168731184,0.38349807673055114,0.03980867396736401,0.7962568145648531,1.1797548912954041,0.1047136351128566,0.11644269642649525,0.6831297035240138,0.7878433386368704,0.5254008101509006,0.0,0.5894319101017406,1.1148327202526411,3.0824309501849156,2707.0,0.006,270100.0,1873.8607412794845,545404.066398491,0.003435729318362612
"Stockton, CA",92.13975593416491,2472.4583487042955,-1.6250286791873513e-06,0.006422088179829546,18.84420033252454,593.6363636363636,-1.449035384584945e-07,0.0025008394394621064,0.3527182417674229,10.163000732485585,-7.868722236530663e-07,0.0058666153741324225,0.3583859436284659,0.1424017184895752,0.6952038620563391,1.053589805684805,0.11183441943303937,0.31150199617457774,0.6654478472219435,0.7772822666549829,0.6540673173960699,0.16939271124611247,0.5972574576466008,1.2513247750426708,3.0821968473824586,2598.0,0.0076,279600.0,2358.7799876329696,542582.8832868516,0.004347317359781021
"Provo, UT",103.5048449643788,2615.8447410935737,-1.2600028614379767e-06,0.007144858471488153,28.74521061640248,869.0909090909091,-8.278628595243027e-07,0.0033435382824929367,0.2365402931031454,6.561524678151601,6.61498163232503e-07,0.004795334411959065,0.4066487473644055,0.19338214523126987,0.7924758746385133,1.1991246220029188,0.14877157880238714,0.0,0.8559047213821793,1.0046763001845664,0.4119411157377556,0.48001031317133236,0.4543898089443528,0.8663309246821085,3.070131846869594,2876.0,0.0063,314400.0,1768.9060218748973,534679.7351486211,0.0033083468581116262
"North Port, FL",81.11977999362531,2210.0472964627784,7.044779851414045e-07,0.007016045763640308,17.82531053075127,646.3636363636364,1.7086053460812142e-07,0.0022385591909846268,0.37676882835094166,9.9874176625084,1.3316479122003835e-06,0.0055506434001201185,0.31158869157182895,0.4677464970516256,0.775139977627907,1.086728669199736,0.10803330278849006,0.4555239547986526,0.606170352429936,0.7142036552184261,0.7041910908321932,0.6237306694006517,0.555118957498737,1.25931004833093,3.060242372749092,5854.0,0.0089,346400.0,2419.1712082560293,457647.8349762934,0.005286097788229119
"Ogden, UT",101.39497639591485,2582.0730366695257,-1.0874930630607514e-06,0.007853353365224002,16.877446940192517,564.5454545454545,-5.403186922179476e-08,0.0021634959263308598,0.2705116449667492,7.186395564195222,2.3795880766926157e-07,0.005732940278431724,0.39768901353762287,0.2174752989501474,0.8878266728288072,1.28551568636643,0.10449715975853271,0.35294912997864275,0.5892054368275825,0.6937025965861152,0.48274073379351506,0.3891780370234487,0.5794303447909198,1.062171078584435,3.0413893615369805,2876.0,0.0063,298500.0,1696.335344394168,496589.0407552933,0.003415974186248866
"Las Vegas, NV",77.34760518471198,2057.596098349653,-7.337576573478368e-07,0.007055503862600403,55.47021768720873,2224.5454545454545,7.546262778338372e-07,0.0026101435115560017,0.2699689577330991,6.9821211711228734,7.910782058552746e-08,0.00519370005794514,0.2955698348804077,0.2668788782588106,0.7804503352101302,1.0760201700905379,0.24847310592116106,0.7217831428705941,0.6901514671167043,0.9386245730378653,0.4816097205497552,0.35511084459934544,0.5075164537512571,0.9891261743010122,3.0037709174294154,2707.0,0.006,1149800.0,1772.931503609456,424147.21291320096,0.004179990931526586
"Gainesville, GA",67.61818099960782,1915.9936099122472,8.340548772348842e-07,0.00738091260231643,7.007106447966254,255.45454545454547,3.6029029075385207e-07,0.002762461052786048,0.2751174992510146,7.721845089604579,-1.370857573914322e-07,0.005955050220581772,0.25425301908943204,0.4858435327504092,0.8242445577858387,1.0784975768752707,0.06767441850911232,0.5419240453372409,0.7245764850485091,0.7922509035576215,0.4923397843539917,0.30874595661842197,0.6090512624668888,1.1013910468208805,2.9721395272537725,4006.0,0.0092,109900.0,1779.342958300551,382978.9403111732,0.00464605953751614
"Olympia, WA",97.50319816279244,2517.4663014722078,-6.343042942438067e-07,0.007061693668404724,6.010674081278214,228.1818181818182,3.7316134747140695e-08,0.001987472427683851,0.30867582616890527,8.626142914539077,1.3640809864123176e-07,0.005656342720999107,0.3811622508743784,0.28076878589110127,0.7812833728640401,1.1624456237384186,0.06395708259349737,0.3946135230181585,0.5494226774132193,0.6133797600067167,0.5622786180488168,0.36739946574243804,0.5692151787297849,1.1314937967786016,2.907319180523737,2801.0,0.0098,132300.0,2054.616097865046,518101.8623976183,0.0039656605138551435
"Austin, TX",87.75075301899216,1957.4073768387857,-1.2187059137536374e-06,0.00568477491695843,119.4646887639067,3710.0,3.4990934159057337e-07,0.0033554170646944094,0.20259439922481012,5.027437416422276,9.615484442174561e-08,0.0034711874934281496,0.33974767465157407,0.19914978114551243,0.5959746244815342,0.9357222991331082,0.48721379087591754,0.5371892298265576,0.8585894239252443,1.3458032148011618,0.341194554611868,0.35876675037587424,0.27779957401378413,0.6189941286256522,2.9005196425599222,5602.0,0.018,1352600.0,1752.9620922590632,470662.3986813356,0.0037244574819878806
"Spokane, WA",87.93106403029546,2151.5446298931233,-1.0418963245354366e-06,0.007904303222196266,10.398601963877224,382.72727272727275,1.7700887062366964e-07,0.0015933353664819385,0.255148242345367,6.936809889403717,-1.4485331304756614e-07,0.006434663730161005,0.3405133804834268,0.22384345450249257,0.8946836164326915,1.2351969969161183,0.08032688596242016,0.45832824911446407,0.4603444577289049,0.5406713436913251,0.4507219009252218,0.3070801261564245,0.6730132451949359,1.1237351461201577,2.8996034867276013,2801.0,0.0098,274400.0,1511.3342190016103,412105.5847682779,0.0036673470946806406
"Nashville, TN",79.92571229914174,2219.496386352546,-1.0888521972734106e-06,0.0074106332665262314,74.4290037263343,2401.818181818182,-1.7650323127516545e-07,0.0024465886518417654,0.23012490054899318,6.5034272941988815,3.1085597449001065e-07,0.004301160661452455,0.30651798296294075,0.21728547883663374,0.8282444300223307,1.1347624129852716,0.3192016155679832,0.2970891796461568,0.6531867227213572,0.9723883382893405,0.39857081053661436,0.40481156788684436,0.38848605047372886,0.7870568610103432,2.8942076122849554,4873.0,0.0071,1163000.0,1904.4590921551917,442659.1493780543,0.004302314986216817
"Merced, CA",74.63927703171049,2004.1464230018223,-1.1005869228697551e-06,0.007022307385356051,3.1018583799292805,123.63636363636364,8.265950275066516e-08,0.0018675090844481148,0.3187497948380847,8.822933779282861,-4.65617214710379e-07,0.0064311665745174365,0.28406869223618064,0.21564657745073482,0.775982680424837,1.0600513726610177,0.053105322413858,0.4152949153217791,0.5223099745117702,0.5754152969256282,0.5832737535072834,0.23828908014993655,0.6725468592312306,1.255820612738514,2.89128728232516,2598.0,0.0076,75900.0,1923.2068376068376,413993.2058432736,0.004645503381364453
"Santa Cruz, CA",175.09171834109915,4936.428873379221,-1.1832340317222765e-06,0.005672339654513547,-0.7295356887998284,36.36363636363637,-1.738912571293497e-07,0.0005823837168735488,0.41168952913941126,13.726241829589352,-7.03064758858808e-07,0.005339926080948738,0.7106484090181947,0.20410387369282768,0.594301059562,1.3049494685801948,0.03881174940809488,0.29828051730753935,0.23186106451686073,0.2706728139249556,0.7769692448482528,0.18736606528147187,0.5270173772468286,1.3039866220950813,2.8796089046002318,2598.0,0.0076,100900.0,3422.2428899835795,1184222.9247208766,0.0028898637397939313
"Deltona, FL",66.17040092663893,1771.6936500875265,-2.5776555838325646e-07,0.0076238228450459375,10.069291811395034,383.6363636363636,9.457208498128813e-09,0.002001177977097909,0.2971104139588665,8.240010962666712,4.0610907295140376e-07,0.005913871799394674,0.2481048995869149,0.3333571358256505,0.8569359515243686,1.1050408511112835,0.07909834652700665,0.3819068933988355,0.5525202443811077,0.6316185909081143,0.5381751684594163,0.4252395532198269,0.603559645962908,1.1417348144223243,2.878394256441722,5854.0,0.0089,226800.0,1902.259504707179,347027.1848367116,0.005481586422695555
"Charlotte, NC",70.29126179172964,1925.6196197353238,3.8849849407213445e-07,0.007414548595152298,72.83060444302997,2461.818181818182,-2.0014954351989867e-07,0.002097838119886929,0.23654034391357928,6.697940542104274,4.880767066117542e-07,0.004909515827479688,0.26560448085955224,0.4236160040479907,0.8287713635443271,1.0943758444038794,0.3132385544893173,0.2863039494879289,0.5743662321900708,0.8876047866793881,0.41194122163166663,0.4428183369574667,0.46961721514023175,0.8815584367718984,2.8635390678551658,4375.0,0.0084,1363200.0,1771.2063150325885,383795.9124220579,0.004614969200309784
"Salt Lake City, UT",104.90394342171034,2677.107473712748,-1.0401009939850645e-06,0.007117422802494535,45.77566626435933,1469.090909090909,-1.4581137507988475e-07,0.002024234051573029,0.23175952002812392,6.456958436079356,1.3727155460843833e-07,0.004965325720390872,0.41259013630328095,0.2240941948971438,0.7887835220745701,1.2013736583778512,0.21230617137073332,0.311087926242386,0.5577311069701006,0.770037278340834,0.40197751731865894,0.3675846425620763,0.4770601068335268,0.8790376241521858,2.8504485608708707,2876.0,0.0063,826800.0,1693.4366801437557,548422.7365611434,0.0030878309144554495
"Seattle, WA",133.0552525998236,3712.2226568766932,-1.9902396398916135e-06,0.007234030036706197,62.47442335283947,2580.909090909091,-3.4248436032604947e-07,0.0013616560366090016,0.23925182319265076,7.622755937347533,-4.855084360786379e-07,0.00440012574973691,0.5321370317267183,0.09139543421564739,0.804476779647983,1.3366138113747015,0.27460331420388184,0.2213841538388019,0.4079830223952108,0.6825863365990926,0.417592209502127,0.23402320759639864,0.40168418426500446,0.8192763937671315,2.838476541740926,2801.0,0.0098,2146400.0,2193.73452344798,752995.190225948,0.002913344669292928
"Bellingham, WA",113.3675502021631,2933.8913141527855,-1.264053852720035e-06,0.007121790850790811,1.6432940336073232,86.36363636363636,-1.1020209801105822e-07,0.001078331879754862,0.2977827321518576,8.64871729884043,-2.155018322505144e-08,0.0062795664130795,0.4485315523236244,0.19281637356733783,0.7893713836036597,1.2379029359272842,0.04766393591229371,0.32732953909856993,0.3439494311131237,0.39161336702541744,0.5395763452941452,0.33352372293397275,0.6523292325093115,1.1919055778034569,2.8214218807561586,2801.0,0.0098,97100.0,1914.6829924960373,600444.1073112476,0.0031887780547466306
"Crestview, FL",79.03762352444252,2013.946767505231,6.200325537567353e-07,0.006321922976656715,7.550467924395693,249.0909090909091,1.7722543668418617e-07,0.0022373445754983313,0.3158656328353118,7.842719881925609,6.672562595170936e-07,0.005562666400545695,0.30274663949880665,0.45595263503134303,0.6817234091160767,0.9844700486148833,0.06970150755099719,0.45842702624228676,0.6058958393334253,0.6755973468844225,0.5772628779605252,0.48124519485337225,0.5567223630121361,1.1339852409726614,2.7940526364719673,5854.0,0.0089,132600.0,1895.5701790265964,446461.140157332,0.004245767455502625
"Ocala, FL",55.49038362304992,1479.0044210469846,3.731353666585836e-07,0.008055381991503558,6.967159203157707,215.45454545454547,1.3842585261138628e-07,0.002044653087485863,0.25791300299843173,6.628163522659695,3.2209737647029706e-07,0.005797893303164393,0.2027513103937949,0.4214703509091007,0.9150161288762156,1.1177674392700105,0.06752538950039973,0.44073029450933493,0.5623459771404893,0.629871366640889,0.45648393238745194,0.40722239964439105,0.5880925783667218,1.0445765107541738,2.7922153166650734,5854.0,0.0089,120900.0,1553.8851471387998,279979.3725813167,0.005549998676018506
"Hilton Head Island, SC",78.41392470201096,2340.48006815673,2.157901855637236e-06,0.006290715917418423,4.108533174807699,159.0909090909091,2.160164227035761e-07,0.002145220612165583,0.3144958065911969,8.926638096059289,1.4167821710374333e-06,0.005851172777167686,0.30009805014087665,0.6707353420908475,0.6775234945734995,0.9776215447143761,0.05686086919801565,0.4761198363495754,0.5850750654155412,0.6419359346135569,0.5744080261643564,0.6419885677677319,0.5951980095689158,1.1696060357332723,2.7891635150612055,4319.0,0.0057,91200.0,2080.472222222222,520613.4806575552,0.003996193528439764
"Sacramento, CA",90.60557396645355,2412.9204941452817,-1.2821051259622741e-06,0.005583961722984842,45.89053483470843,1729.090909090909,-9.94307188129875e-08,0.0018334422119667564,0.31979862838572937,9.166122515316083,-8.3507375358014e-07,0.005400843909662878,0.3518709112335567,0.1902952871992713,0.5824069635167419,0.9342778747502987,0.2127347052847343,0.33224243217764254,0.5146105809515757,0.72734528623631,0.5854596251462884,0.15905540818424224,0.5351414709810987,1.1206010961273871,2.7822242571139957,2598.0,0.0076,1095100.0,2257.290357841637,584288.8717138467,0.0038633122537838384
"Athens, GA",62.452866361593074,1713.4141939847711,1.362962710894105e-06,0.007272766964618065,2.262699902867686,135.45454545454547,1.9790390555949763e-07,0.00150662939631045,0.29040389018308155,8.518310640502119,7.16513352673112e-07,0.006745105874014169,0.2323180772736538,0.559712135341927,0.809690080447316,1.0420081577209699,0.04997471962538953,0.4678586045717854,0.4407481948569881,0.4907229144823776,0.5241981173336954,0.4918088740700052,0.7144142788326543,1.2386123961663498,2.771343468369697,4006.0,0.0092,104600.0,1796.4910521433776,345579.8581626842,0.005198483099375735
"Charleston, SC",66.65301247571868,2008.01650807912,9.480114177226009e-07,0.006510550981867294,23.13891377158888,874.5454545454545,4.483590361028456e-07,0.0024781682365794546,0.26770237936225993,8.449148204335993,1.8108384710865322e-06,0.005435451640719667,0.250154350005826,0.5017589907305892,0.7071093801610245,0.9572637301668505,0.12785647275851744,0.5820927481144281,0.6603239687804439,0.7881804415389613,0.4768859496620625,0.7264979060233797,0.5397568103155834,1.016642759977646,2.7620869316834575,4319.0,0.0057,424600.0,2072.119631688651,436015.8899348459,0.0047523947624897095
"Lake Havasu City, AZ",71.47355149700505,1776.7643716920654,-7.814749219018968e-07,0.007246087414530158,3.028826056897851,87.27272727272727,-2.882233075680148e-07,0.0017801260025997517,0.2661878353379676,7.265755178989913,5.843972485540863e-07,0.006297245798840415,0.27062517324946966,0.2602145646907699,0.806099488025646,1.0767246612751156,0.05283286470726232,0.24613295765084212,0.5025606788280708,0.5553935435353331,0.4737294918655326,0.4634752462847826,0.6546869821224828,1.1284164739880154,2.7605346787984644,4086.0,0.0066,56200.0,1608.2857142857144,359808.78064817825,0.004469834536523719
"Salinas, CA",130.70007474706858,3679.9663932399053,-4.791643935451557e-07,0.006047259686163225,2.5769591734844233,150.9090909090909,-1.563251291772287e-07,0.001306511594569721,0.33791627812409386,10.38178749728099,-3.321810379880088e-07,0.005233236554441777,0.5221355714505548,0.3024360158723836,0.6447586205005484,1.166894191951103,0.051147109556239995,0.30629253757487307,0.395519924640931,0.446667034197171,0.6232185782398955,0.26690581078656417,0.512789100696219,1.1360076789361144,2.749568905084389,2598.0,0.0076,146900.0,2621.485081585082,841241.0569188594,0.003116211530600477
