msa_name,trend_coef_Jobs,average_value_Jobs,pct_coef_Jobs,average_pct_Jobs,trend_coef_Rent,average_value_Rent,pct_coef_Rent,average_pct_Rent,normalized_trend_coef_Jobs,normalized_pct_coef_Jobs,normalized_average_pct_Jobs,Jobs_weight,normalized_trend_coef_Rent,normalized_pct_coef_Rent,normalized_average_pct_Rent,Rent_weight,total_weight,avg_insurance,prop_tax,Jobs,Rent,Price,rent_price_ratio
"Stockton, CA",18.84420033252454,593.6363636363636,-1.449035384584945e-07,0.0025008394394621064,0.3527182417674229,10.163000732485585,-7.868722236530663e-07,0.0058666153741324225,0.11183441943303937,0.31150199617457774,0.6654478472219435,0.22366883886607875,0.6540673173960699,0.16939271124611247,0.5972574576466008,0.6540673173960699,0.8777361562621486,2598.0,0.0076,279600.0,2358.7799876329696,542582.8832868516,0.004347317359781021
"Santa Cruz, CA",-0.7295356887998284,36.36363636363637,-1.738912571293497e-07,0.0005823837168735488,0.41168952913941126,13.726241829589352,-7.03064758858808e-07,0.005339926080948738,0.03881174940809488,0.29828051730753935,0.23186106451686073,0.07762349881618975,0.7769692448482528,0.18736606528147187,0.5270173772468286,0.7769692448482528,0.8545927436644426,2598.0,0.0076,100900.0,3422.2428899835795,1184222.9247208766,0.0028898637397939313
"Jacksonville, FL",45.29224764189323,1487.2727272727273,-1.1103256805879161e-07,0.0021551465466767895,0.24255157546115924,6.474946419024239,8.898065850362828e-07,0.0048443032738578725,0.21050270786668906,0.3269507565420504,0.5873184083081509,0.42100541573337813,0.42446921578751196,0.5289733513017333,0.4609203703994117,0.42446921578751196,0.8454746315208901,5854.0,0.0089,799900.0,1730.729818696512,360543.4328490816,0.00480033655035667
"Salt Lake City, UT",45.77566626435933,1469.090909090909,-1.4581137507988475e-07,0.002024234051573029,0.23175952002812392,6.456958436079356,1.3727155460843833e-07,0.004965325720390872,0.21230617137073332,0.311087926242386,0.5577311069701006,0.42461234274146664,0.40197751731865894,0.3675846425620763,0.4770601068335268,0.40197751731865894,0.8265898600601256,2876.0,0.0063,826800.0,1693.4366801437557,548422.7365611434,0.0030878309144554495
"Philadelphia, PA",60.17233195235576,2829.090909090909,3.679232313233736e-07,0.0011151312884783366,0.17418823068415887,5.203388621826316,9.17722191984253e-07,0.0034610696633614367,0.26601502730138943,0.5454054770283367,0.3522664003535354,0.5320300546027789,0.2819933226096661,0.5349601340784171,0.27645024489972275,0.2819933226096661,0.814023377212445,2902.0,0.0158,3104400.0,1811.753287977249,359740.73564716167,0.0050362750404620285
"Punta Gorda, FL",3.0564990323347083,100.0,2.805764866417473e-07,0.0021452834303179328,0.3764760574521771,10.587848252458278,9.606538929637047e-07,0.006787903284615723,0.05293610276829127,0.505566083248314,0.5850892628349823,0.10587220553658254,0.7035809276601889,0.5441672693012539,0.7201218062125717,0.7035809276601889,0.8094531331967714,5854.0,0.0089,56200.0,2233.710472033876,357076.636647495,0.006255549209283577
"Raleigh, NC",48.022469914711735,1580.909090909091,2.42136177830447e-07,0.0025237646160858125,0.21443322692093167,5.933104537690277,8.324179189266397e-07,0.00425221132972556,0.22068819927750508,0.4880332191977867,0.6706291258191928,0.44137639855501015,0.3658678288012112,0.5166657744511768,0.38195809359192234,0.3658678288012112,0.8072442273562214,4375.0,0.0084,740500.0,1753.1061993046617,445409.0297149904,0.003935946696964012
"Palm Bay, FL",16.171683255268533,501.8181818181818,-2.53007145962979e-07,0.0022950969917100218,0.32426619929643064,9.146890646815788,-3.1904378211983985e-08,0.006296099351753401,0.10186420564984103,0.26219526809775984,0.6189483607149897,0.20372841129968206,0.594770479638763,0.3313031616425873,0.6545340902057339,0.594770479638763,0.798498890938445,5854.0,0.0089,255800.0,2020.6079150506584,359113.9712520665,0.005626648019306297
"Bend, OR",5.613290737251051,210.9090909090909,-7.78101132682706e-07,0.002746667265992039,0.357915205150927,9.791294726119228,-4.553391753205931e-07,0.005922530719961253,0.062474586213006125,0.02269663326369304,0.7210069592460036,0.12494917242601225,0.6648982971015336,0.24049330910729128,0.604714412700419,0.6648982971015336,0.7898474695275458,3016.0,0.0097,95000.0,2262.361242532856,676139.1873691723,0.0033459992924468754
"San Luis Obispo, CA",1.3738073253560883,65.45454545454545,8.351521944654826e-08,0.0008091751091372552,0.3717977701245503,12.688168793768067,3.786784323638687e-07,0.005486463173939444,0.04665857653934111,0.4156852130316215,0.2831177857218442,0.09331715307868221,0.6938309195568628,0.4193567763585199,0.5465597855061635,0.6938309195568628,0.7871480726355451,2598.0,0.0076,119400.0,3097.95816395664,904575.4851318136,0.003424764671248204
"Lakeland, FL",22.064434067760725,650.0,2.636871289956376e-09,0.0027746955021153348,0.2919251169265985,8.010190414850133,6.926885300972433e-07,0.005653014905528409,0.12384796989653622,0.3787960951574205,0.7273415712896949,0.24769593979307244,0.5273685025703394,0.4866994011604386,0.5687713762275458,0.5273685025703394,0.7750644423634119,5854.0,0.0089,276200.0,1910.046259612916,316290.91368588567,0.0060388907077799205
"Oxnard, CA",3.9634160382469665,222.72727272727272,2.4086788891848174e-07,0.0008613518615628838,0.3560525515664888,10.596739550356485,4.893650901063553e-07,0.0044526939219246475,0.05631948860687584,0.48745474473288486,0.29491016119856495,0.11263897721375168,0.6610163449532087,0.4430946437606688,0.40869475518171383,0.6610163449532087,0.7736553221669604,2598.0,0.0076,318700.0,3019.2431142585933,874665.586467303,0.003451882823529218
"Fresno, CA",18.35137154009765,678.1818181818181,-5.7646051159406974e-08,0.0019911669090443263,0.30048176648755653,8.2523003792373,9.736030450138568e-07,0.00579238208704733,0.10999584992086375,0.35130067910700463,0.5502576606072495,0.2199916998417275,0.5452013966860976,0.5469443452434322,0.587357594253369,0.5452013966860976,0.7651930965278251,2598.0,0.0076,393600.0,1933.58343079922,397214.2287506995,0.004867860441154489
"Boston, MA",29.353154708564766,1525.4545454545455,-2.8686553220297534e-08,0.000978281379876615,0.2585026445167288,9.674183842854525,1.207829895776106e-06,0.0038440490520340598,0.1510396026884361,0.36450928632268526,0.3213371946984562,0.3020792053768722,0.4577128029502974,0.597176650010938,0.327524955170013,0.4577128029502974,0.7597920083271696,2746.0,0.0123,1931100.0,3079.325954400825,694704.9146308989,0.004432566820168374
"Reno, NV",16.935473186551498,579.0909090909091,-5.725655392145414e-07,0.0025790748925750033,0.2909809709922595,8.013393785763325,-1.5767289001661797e-06,0.005807936168731184,0.1047136351128566,0.11644269642649525,0.6831297035240138,0.2094272702257132,0.5254008101509006,0.0,0.5894319101017406,0.5254008101509006,0.7348280803766137,2707.0,0.006,270100.0,1873.8607412794845,545404.066398491,0.003435729318362612
"Charleston, SC",23.13891377158888,874.5454545454545,4.483590361028456e-07,0.0024781682365794546,0.26770237936225993,8.449148204335993,1.8108384710865322e-06,0.005435451640719667,0.12785647275851744,0.5820927481144281,0.6603239687804439,0.2557129455170349,0.4768859496620625,0.7264979060233797,0.5397568103155834,0.4768859496620625,0.7325988951790974,4319.0,0.0057,424600.0,2072.119631688651,436015.8899348459,0.0047523947624897095
"Salinas, CA",2.5769591734844233,150.9090909090909,-1.563251291772287e-07,0.001306511594569721,0.33791627812409386,10.38178749728099,-3.321810379880088e-07,0.005233236554441777,0.051147109556239995,0.30629253757487307,0.395519924640931,0.10229421911247999,0.6232185782398955,0.26690581078656417,0.512789100696219,0.6232185782398955,0.7255127973523754,2598.0,0.0076,146900.0,2621.485081585082,841241.0569188594,0.003116211530600477
"Crestview, FL",7.550467924395693,249.0909090909091,1.7722543668418617e-07,0.0022373445754983313,0.3158656328353118,7.842719881925609,6.672562595170936e-07,0.005562666400545695,0.06970150755099719,0.45842702624228676,0.6058958393334253,0.13940301510199438,0.5772628779605252,0.48124519485337225,0.5567223630121361,0.5772628779605252,0.7166658930625196,5854.0,0.0089,132600.0,1895.5701790265964,446461.140157332,0.004245767455502625
"Provo, UT",28.74521061640248,869.0909090909091,-8.278628595243027e-07,0.0033435382824929367,0.2365402931031454,6.561524678151601,6.61498163232503e-07,0.004795334411959065,0.14877157880238714,0.0,0.8559047213821793,0.2975431576047743,0.4119411157377556,0.48001031317133236,0.4543898089443528,0.4119411157377556,0.70948427334253,2876.0,0.0063,314400.0,1768.9060218748973,534679.7351486211,0.0033083468581116262
"Knoxville, TN",16.018913473142412,514.5454545454545,3.138470910861558e-07,0.0013172066023008082,0.2762104600979801,8.151160584948675,2.497247434776702e-06,0.0064198939127180785,0.10129427575103045,0.5207410129676924,0.3979370844109106,0.2025885515020609,0.49461762159831885,0.873705214438379,0.6710435200114029,0.49461762159831885,0.6972061731003798,4873.0,0.0071,439100.0,1777.676192019433,342592.3016640567,0.005188897074992094
"Deltona, FL",10.069291811395034,383.6363636363636,9.457208498128813e-09,0.002001177977097909,0.2971104139588665,8.240010962666712,4.0610907295140376e-07,0.005913871799394674,0.07909834652700665,0.3819068933988355,0.5525202443811077,0.1581966930540133,0.5381751684594163,0.4252395532198269,0.603559645962908,0.5381751684594163,0.6963718615134296,5854.0,0.0089,226800.0,1902.259504707179,347027.1848367116,0.005481586422695555
"Indianapolis, IN",40.65249939181109,1568.1818181818182,2.994255790298821e-07,0.0015308743293448062,0.18602871673939372,5.454913428581037,1.6024097435808401e-06,0.004544635722864578,0.19319345197933813,0.5141632715783891,0.4462277492649901,0.38638690395867625,0.3066700529815096,0.6817982683503414,0.4209562527547589,0.3066700529815096,0.6930569569401859,4451.0,0.0085,1179500.0,1529.352250592349,280788.7054973604,0.0054466302263953634
"Ogden, UT",16.877446940192517,564.5454545454545,-5.403186922179476e-08,0.0021634959263308598,0.2705116449667492,7.186395564195222,2.3795880766926157e-07,0.005732940278431724,0.10449715975853271,0.35294912997864275,0.5892054368275825,0.20899431951706543,0.48274073379351506,0.3891780370234487,0.5794303447909198,0.48274073379351506,0.6917350533105805,2876.0,0.0063,298500.0,1696.335344394168,496589.0407552933,0.003415974186248866
"Olympia, WA",6.010674081278214,228.1818181818182,3.7316134747140695e-08,0.001987472427683851,0.30867582616890527,8.626142914539077,1.3640809864123176e-07,0.005656342720999107,0.06395708259349737,0.3946135230181585,0.5494226774132193,0.12791416518699475,0.5622786180488168,0.36739946574243804,0.5692151787297849,0.5622786180488168,0.6901927832358116,2801.0,0.0098,132300.0,2054.616097865046,518101.8623976183,0.0039656605138551435
"Merced, CA",3.1018583799292805,123.63636363636364,8.265950275066516e-08,0.0018675090844481148,0.3187497948380847,8.822933779282861,-4.65617214710379e-07,0.0064311665745174365,0.053105322413858,0.4152949153217791,0.5223099745117702,0.106210644827716,0.5832737535072834,0.23828908014993655,0.6725468592312306,0.5832737535072834,0.6894843983349994,2598.0,0.0076,75900.0,1923.2068376068376,413993.2058432736,0.004645503381364453
"Hilton Head Island, SC",4.108533174807699,159.0909090909091,2.160164227035761e-07,0.002145220612165583,0.3144958065911969,8.926638096059289,1.4167821710374333e-06,0.005851172777167686,0.05686086919801565,0.4761198363495754,0.5850750654155412,0.1137217383960313,0.5744080261643564,0.6419885677677319,0.5951980095689158,0.5744080261643564,0.6881297645603877,4319.0,0.0057,91200.0,2080.472222222222,520613.4806575552,0.003996193528439764
"San Antonio, TX",49.24708337950655,1863.6363636363637,2.913446993739068e-07,0.0018191039035381096,0.14941529900581546,4.02298271240159,1.6287034269529385e-07,0.003293202221187967,0.22525679797784484,0.5104775320825806,0.5113700052386154,0.4505135959556897,0.2303641113851565,0.37307456022383473,0.2540631890256698,0.2303641113851565,0.6808777073408462,5602.0,0.018,1179700.0,1460.6926833326845,290807.2755813603,0.005022889060848207
"Colorado Springs, CO",17.64714347707291,591.8181818181819,2.8627022969830883e-08,0.0020732344900205057,0.25827191318935755,7.19052100213814,-2.6073082236805254e-07,0.005156025081084712,0.10736862467308596,0.3906503650669762,0.5688056093458516,0.21473724934617192,0.45723193630957704,0.282229028406771,0.5024920618792675,0.45723193630957704,0.6719691856557489,5542.0,0.0051,331200.0,1832.3568612111148,463218.95509180543,0.0039557035416393094
"San Francisco, CA",44.32871293960535,2344.5454545454545,-5.817203267245849e-07,0.0011301917031955528,0.1622424200411954,6.51792238792078,-1.237323269391845e-06,0.0024750589780307398,0.20690810147442454,0.1122671408758626,0.3556701780308389,0.4138162029488491,0.2570970855012934,0.07278895237407924,0.14495436923074687,0.2570970855012934,0.6709132884501425,2598.0,0.0076,2472300.0,3023.5909346900467,1187716.3937638835,0.0025457179429074486
"Modesto, CA",6.602358453838208,282.72727272727275,2.2028518243270103e-07,0.0016667039903501572,0.2963538441505484,8.400634482846904,-6.524666597646077e-07,0.00623080260043296,0.06616444722993133,0.4780668442251497,0.4769263705663808,0.13232889445986265,0.536598403022571,0.19821733671378183,0.6458260167325331,0.536598403022571,0.6689272974824336,2598.0,0.0076,195400.0,1869.610331384016,466034.6389841752,0.004011741134648794
"Vallejo, CA",2.143571954804679,139.0909090909091,-4.049244138757784e-08,0.0011384344049971957,0.3088947998316298,8.99988807881345,-1.2722514281477027e-06,0.004767434776960881,0.049530295483126825,0.35912454726533916,0.3575330964776349,0.09906059096625365,0.5627349805670768,0.06529825730695825,0.45066907144169527,0.5627349805670768,0.6617955715333305,2598.0,0.0076,144400.0,2432.890970094417,596981.6141401231,0.004075319762734553
"Pensacola, FL",10.012627982658385,344.54545454545456,-1.4646625235326607e-07,0.0019474403919347819,0.28006652213520083,7.403874688930928,1.0074429336456952e-06,0.005777292352123714,0.07888695386984204,0.31078923264290587,0.5403751078596444,0.15777390773968408,0.5026540318221651,0.5542016498330686,0.5853452043909527,0.5026540318221651,0.6604279395618491,5854.0,0.0089,203300.0,1738.9441521789347,308550.6694325219,0.005635846311327582
"Portland, ME",4.039111775186203,206.36363636363637,-6.331731094815682e-08,0.0011323321035354948,0.29508616973716345,9.07723016980936,1.1779302195172508e-06,0.00558717079212459,0.056601882566556655,0.348713982226928,0.35615392612372904,0.11320376513311331,0.5339564456272025,0.5907643636082612,0.5599903057193913,0.5339564456272025,0.6471602107603158,2510.0,0.0136,218700.0,2184.107375886525,514231.5911130518,0.00424732243921272
"Wilmington, NC",8.524049890389882,279.09090909090907,2.2518792836849916e-07,0.0023046478437011866,0.27661459922726384,7.344194665110311,1.0517966960774518e-06,0.005693665501760863,0.07333359672230197,0.4803030171546803,0.6211069318710412,0.14666719344460394,0.4954598870492069,0.5637137604421084,0.5741926011975975,0.4954598870492069,0.6421270804938108,4375.0,0.0084,148000.0,1744.1168090795857,429566.6350164905,0.004060177553158037
"Bellingham, WA",1.6432940336073232,86.36363636363636,-1.1020209801105822e-07,0.001078331879754862,0.2977827321518576,8.64871729884043,-2.155018322505144e-08,0.0062795664130795,0.04766393591229371,0.32732953909856993,0.3439494311131237,0.09532787182458742,0.5395763452941452,0.33352372293397275,0.6523292325093115,0.5395763452941452,0.6349042171187327,2801.0,0.0098,97100.0,1914.6829924960373,600444.1073112476,0.0031887780547466306
"Huntsville, AL",17.42268950920958,550.0,4.4289379280560314e-07,0.0022767535644842725,0.2381208678814787,5.927520138949332,9.623488345328741e-07,0.005365305943946172,0.10653126648999726,0.5796000166381025,0.6148025951906929,0.21306253297999453,0.4152351880803537,0.5445307665740412,0.5304020741460178,0.4152351880803537,0.6282977210603482,5144.0,0.0041,280400.0,1467.9633944586967,309105.9223148174,0.004749062662615727
"Gainesville, GA",7.007106447966254,255.45454545454547,3.6029029075385207e-07,0.002762461052786048,0.2751174992510146,7.721845089604579,-1.370857573914322e-07,0.005955050220581772,0.06767441850911232,0.5419240453372409,0.7245764850485091,0.13534883701822464,0.4923397843539917,0.30874595661842197,0.6090512624668888,0.4923397843539917,0.6276886213722164,4006.0,0.0092,109900.0,1779.342958300551,382978.9403111732,0.00464605953751614
"Athens, GA",2.262699902867686,135.45454545454547,1.9790390555949763e-07,0.00150662939631045,0.29040389018308155,8.518310640502119,7.16513352673112e-07,0.006745105874014169,0.04997471962538953,0.4678586045717854,0.4407481948569881,0.09994943925077907,0.5241981173336954,0.4918088740700052,0.7144142788326543,0.5241981173336954,0.6241475565844744,4006.0,0.0092,104600.0,1796.4910521433776,345579.8581626842,0.005198483099375735
"Myrtle Beach, SC",10.600500799392066,409.09090909090907,6.789472671535133e-07,0.0027020579598883952,0.26015882642919597,7.634627344411865,1.3801235322215893e-06,0.005605325791635881,0.08108009894271985,0.6872654751731258,0.7109248889201442,0.1621601978854397,0.46116444795118894,0.6341267538409053,0.5624114839013564,0.46116444795118894,0.6233246458366286,4319.0,0.0057,198700.0,1833.6277243126403,337292.52653676487,0.005436312933286338
